"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2019-05-17","95.3",-3.56178147748434,5.00402981865985,"Max Scherzer",592178,453286,"null","foul",,,,,"11","null","R","R","R","WSH","CHC","S","null","null",0,2,2019,-1.29170172751243,1.03337635379038,"-0.12","3.33","null","null",656941,0,5,"Top","null","null",,,"435559",,"190518_003710",11.8236499686925,-138.251985250432,-1.06046299306553,-18.9115632760633,28.099329030335,-18.9603228799295,3.07,1.68,"224","null","null",94.974,"2606",6.072,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.427731792465,"null","null","null","null","null","null","null",40,"3","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","93.5",-3.55312182000977,5.0467589261937,"Max Scherzer",592178,453286,"null","called_strike",,,,,"7","null","R","R","R","WSH","CHC","S","null","null",0,1,2019,-1.37511209454922,1.14353421137106,"-0.69","1.75","null","null",656941,0,5,"Top","null","null",,,"435559",,"190518_003642",10.2302587164607,-135.740204388498,-5.16660113143005,-18.8251520420113,27.3570095649325,-17.4168905626622,3.15,1.56,"null","null","null",92.734,"2525",5.785,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.7140582894051,"null","null","null","null","null","null","null",40,"2","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","85.2",-3.69405081493585,4.91941573136109,"Max Scherzer",592178,453286,"null","swinging_strike",,,,,"14","null","R","R","R","WSH","CHC","S","null","null",0,0,2019,0.183286928212131,0.295493005903248,"0.00","1.52","null","null",656941,0,5,"Top","null","null",,,"435559",,"190518_003614",8.2567366415456,-123.684256142571,-2.18763841994061,0.0926866192731883,26.323818771507,-28.9730894084634,3.22,1.68,"null","null","null",84.351,"2408",6.018,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.4811553750939,"null","null","null","null","null","null","null",40,"1","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"CU","2019-05-17","80.3",-3.32660535311946,5.21987162467809,"Max Scherzer",656941,453286,"walk","ball",,,,,"14","Kyle Schwarber walks.  ","R","L","R","WSH","CHC","B","null","null",3,2,2019,0.617048476756187,-0.513136429208078,"0.74","1.25","null","null","null",0,5,"Top","null","null",,,"435559",,"190518_003539",7.78383798638261,-116.764375122243,-1.18482780418353,4.26138626927616,19.9643702258747,-36.8381990767588,3.28,1.68,"null","null","null",79.968,"2636",5.895,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.6046683848074,"null","null","0.70",1,0,0,"null",39,"6","Curveball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FF","2019-05-17","95.1",-3.51526504287525,4.97076129426851,"Max Scherzer",656941,453286,"null","ball",,,,,"12","null","R","L","R","WSH","CHC","B","null","null",2,2,2019,-0.841430661755934,1.18137586973116,"1.56","2.56","null","null","null",0,5,"Top","null","null",,,"435559",,"190518_003512",15.0968308776478,-137.767176036708,-3.26877515610552,-13.8675206443064,28.8161194397094,-16.6621187360348,3.34,1.68,"null","null","null",94.78,"2631",6.219,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.2804375808636,"null","null","null","null","null","null","null",39,"5","4-Seam Fastball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FF","2019-05-17","94.9",-3.55455048276555,5.09158280121588,"Max Scherzer",656941,453286,"null","ball",,,,,"11","null","R","L","R","WSH","CHC","B","null","null",1,2,2019,-0.915970706625261,1.17579629129101,"-0.22","4.60","null","null","null",0,5,"Top","null","null",,,"435559",,"190518_003431",10.6121645596088,-137.846992051763,1.73037044771655,-13.5860539000404,25.9608474127798,-17.8309294770637,3.4,1.64,"null","null","null",94.495,"2681",5.813,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.6869249289951,"null","null","null","null","null","null","null",39,"4","4-Seam Fastball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FC","2019-05-17","89.5",-3.5179985481104,5.14201785045929,"Max Scherzer",656941,453286,"null","foul",,,,,"2","null","R","L","R","WSH","CHC","S","null","null",1,1,2019,-0.341332172775946,0.795442217926799,"-0.07","2.88","null","null","null",0,5,"Top","null","null",,,"435559",,"190518_003412",9.10703667024826,-130.080722701013,-1.27618068158725,-5.44727815237335,23.0484234158956,-23.2227266067361,3.49,1.54,"170","null","null",89.033,"2417",5.721,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.7784866087695,"null","null","null","null","null","null","null",39,"3","Cutter",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"CU","2019-05-17","78.4",-3.4108766127872,5.41441925050635,"Max Scherzer",656941,453286,"null","foul",,,,,"4","null","R","L","R","WSH","CHC","S","null","null",1,0,2019,1.11502083067324,-0.365453631105059,"-0.36","2.54","null","null","null",0,5,"Top","null","null",,,"435559",,"190518_003347",4.53003945514893,-114.030188008685,1.22427454669388,8.77391659776104,19.1597187144876,-35.7365100178528,3.33,1.54,"174","null","null",77.66,"2684",5.597,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.9025556763046,"null","null","null","null","null","null","null",39,"2","Curveball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FF","2019-05-17","93.4",-3.48374971376317,5.25425912615586,"Max Scherzer",656941,453286,"null","ball",,,,,"6","null","R","L","R","WSH","CHC","B","null","null",0,0,2019,-1.2461660658164,1.21989679327049,"0.80","2.05","null","null","null",0,5,"Top","null","null",,,"435559",,"190518_003324",13.5741897776017,-135.346709120631,-5.09632516740354,-17.8622919475093,26.5629664535178,-16.5088878033892,3.03,1.38,"null","null","null",92.771,"2564",5.921,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.578429005035,"null","null","null","null","null","null","null",39,"1","4-Seam Fastball",2,3,3,2,3,2,3,2,"Strategic","Standard"
"CH","2019-05-17","82.3",-3.58757725033602,4.98831913599825,"Max Scherzer",430935,453286,"strikeout","swinging_strike",,,,,"13","Cole Hamels strikes out swinging.  ","R","L","R","WSH","CHC","S",2,"null",0,2,2019,-1.29384684610112,-0.175238800314945,"-1.55","0.42","null",575929,518792,2,4,"Top","null","null",,,"435559",,"190518_002033",7.0434246749644,-119.671338027628,-3.48703382257675,-13.5969151508184,22.3850854273591,-33.413628887705,3.36,1.52,"null","null","null",81.817,"1401",5.935,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.5641885514427,"null","null","0.00",1,0,0,"null",33,"3","Changeup",2,3,3,2,3,2,3,2,"Standard","Standard"
"FC","2019-05-17","89.2",-3.63000763501896,4.94160374586486,"Max Scherzer",430935,453286,"null","swinging_strike",,,,,"5","null","R","L","R","WSH","CHC","S","null","null",0,1,2019,0.0541555150541367,0.654999112450777,"0.00","2.71","null",575929,518792,2,4,"Top","null","null",,,"435559",,"190518_002005",8.75614450684232,-129.652739019604,-0.87287951972504,-1.03028848808567,24.2537026607948,-24.8695697781453,3.38,1.49,"null","null","null",88.992,"2268",5.988,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.5110842583042,"null","null","null","null","null","null","null",33,"2","Cutter",2,3,3,2,3,2,3,2,"Standard","Standard"
"FC","2019-05-17","88.7",-3.59983322674057,4.9136463633736,"Max Scherzer",430935,453286,"null","called_strike",,,,,"9","null","R","L","R","WSH","CHC","S","null","null",0,0,2019,0.115195211046119,0.646210380678506,"0.54","1.82","null",575929,518792,2,4,"Top","null","null",,,"435559",,"190518_001944",9.79506385951873,-128.894285505264,-2.8523979750563,-0.515495027910126,23.5521014109867,-24.714316260456,3.36,1.46,"null","null","null",88.357,"2243",5.882,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.6171578749498,"null","null","null","null","null","null","null",33,"1","Cutter",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","95.2",-3.72598854869621,4.75226733179637,"Max Scherzer",546991,453286,"strikeout","swinging_strike",,,,,"14","Albert Almora strikes out swinging.  ","R","R","R","WSH","CHC","S",2,"null",3,2,2019,-0.498039370556646,1.28190596120855,"1.14","2.12","null",575929,518792,1,4,"Top","null","null",,,"435559",,"190518_001911",13.7728142891208,-138.022872358842,-4.08138505461431,-9.18398985307314,28.4728957153072,-15.2173467536801,3.46,1.59,"null","null","null",94.804,"2393",6.098,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.4014560809096,"null","null","0.00",1,0,0,"null",32,"7","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","95.9",-3.69263302453993,4.81836598281473,"Max Scherzer",546991,453286,"null","ball",,,,,"14","null","R","R","R","WSH","CHC","B","null","null",2,2,2019,-0.671398582535334,1.15573808458657,"1.16","1.18","null",575929,518792,1,4,"Top","null","null",,,"435559",,"190518_001840",14.2286082228852,-138.837910746193,-6.54926392590426,-11.5588941065982,28.0565780115373,-16.1057440745007,3.54,1.57,"null","null","null",95.55,"2412",6.152,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.347566272788,"null","null","null","null","null","null","null",32,"6","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","95.3",-3.53589224357301,4.84670172129733,"Max Scherzer",546991,453286,"null","foul",,,,,"6","null","R","R","R","WSH","CHC","S","null","null",2,2,2019,-0.853359537700807,1.29513898340863,"0.45","2.33","null",575929,518792,1,4,"Top","null","null",,,"435559",,"190518_001814",12.2908828703902,-138.280145453905,-3.8638753892366,-13.4014627665161,27.5778932886831,-14.9860470667253,3.44,1.59,"null","null","null",95.175,"2479",6.139,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.3602021968958,"null","null","null","null","null","null","null",32,"5","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","84.9",-3.59526572313519,4.99047060772467,"Max Scherzer",546991,453286,"null","ball",,,,,"14","null","R","R","R","WSH","CHC","B","null","null",1,2,2019,0.110251844801367,0.200161269028936,"0.91","1.09","null",575929,518792,1,4,"Top","null","null",,,"435559",,"190518_001708",10.2472706744969,-123.231863460015,-3.15216169032625,-0.897056396786324,24.1593135229988,-29.7652246004275,3.38,1.57,"null","null","null",84.342,"2332",6.033,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.4660363930654,"null","null","null","null","null","null","null",32,"4","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","85.7",-3.64418474687202,4.86190636076087,"Max Scherzer",546991,453286,"null","swinging_strike",,,,,"14","null","R","R","R","WSH","CHC","S","null","null",1,1,2019,0.453102694745943,0.310280692981927,"1.26","2.04","null",575929,518792,1,4,"Top","null","null",,,"435559",,"190518_001640",10.5867984381073,-124.312267578397,-0.980332555267927,2.54416465467915,24.6322312100969,-29.0316561793091,3.5,1.59,"null","null","null",85.003,"2336",5.987,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.5126998631602,"null","null","null","null","null","null","null",32,"3","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","83.9",-3.6365443925192,4.8440336503072,"Max Scherzer",546991,453286,"null","ball",,,,,"14","null","R","R","R","WSH","CHC","B","null","null",0,1,2019,0.352128982691106,-0.0605480298341956,"1.15","1.51","null",575929,518792,1,4,"Top","null","null",,,"435559",,"190518_001617",10.333974129436,-121.858008785118,-1.16867173048295,1.51921329163802,23.3446788998978,-32.7671490097946,3.45,1.59,"null","null","null",83.734,"2265",6.228,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.2718358899278,"null","null","null","null","null","null","null",32,"2","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","94.9",-3.52370127752324,4.97436981937287,"Max Scherzer",546991,453286,"null","called_strike",,,,,"2","null","R","R","R","WSH","CHC","S","null","null",0,0,2019,-1.01607833059026,1.120482576644,"0.27","3.01","null",575929,518792,1,4,"Top","null","null",,,"435559",,"190518_001555",12.1969691196303,-137.866456175536,-2.01893817317216,-15.4812597847385,27.0842602052878,-17.5355908437593,3.58,1.62,"null","null","null",95.367,"2481",6.391,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.1087699927572,"null","null","null","null","null","null","null",32,"1","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","95.4",-3.44622384065138,5.06969595276887,"Max Scherzer",518792,453286,"walk","ball",,,,,"14","Jason Heyward walks.   Willson Contreras to 2nd.  ","R","L","R","WSH","CHC","B","null","null",3,2,2019,-1.09749319464555,1.12688093433828,"1.16","2.08","null","null",575929,1,4,"Top","null","null",,,"435559",,"190518_001512",14.5089976571404,-138.236418798217,-4.74787121185347,-16.9656084085596,26.6839940551356,-16.9030886029138,3.58,1.74,"null","null","null",95.47,"2531",6.264,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.2356816368491,"null","null","0.70",1,0,0,"null",31,"6","4-Seam Fastball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FC","2019-05-17","89.0",-3.58599862016421,5.1588570350684,"Max Scherzer",518792,453286,"null","foul",,,,,"2","null","R","L","R","WSH","CHC","S","null","null",3,1,2019,-0.183106252838771,0.535036506077356,"-0.19","2.97","null","null",575929,1,4,"Top","null","null",,,"435559",,"190518_001446",8.605407669953,-129.389109629339,-0.49664385288438,-3.55936053913311,22.8753825743388,-26.3384677024343,3.47,1.68,"null","null","null",88.632,"2419",5.772,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.7273641241478,"null","null","null","null","null","null","null",31,"5","Cutter",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"CH","2019-05-17","83.9",-3.49282103569092,5.00253961097908,"Max Scherzer",518792,453286,"null","ball",,,,,"14","null","R","L","R","WSH","CHC","B","null","null",2,1,2019,-1.28093727031604,-0.0585432958072956,"0.39","1.35","null","null",575929,1,4,"Top","null","null",,,"435559",,"190518_001420",11.4412934815226,-121.712009089864,-1.93335521997551,-14.8247761492027,22.3247797263224,-32.6085484594238,3.53,1.71,"null","null","null",83.738,"null",6.206,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.2931019655093,"null","null","null","null","null","null","null",31,"4","Changeup",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FF","2019-05-17","93.7",-3.58911239734923,4.96369496562164,"Max Scherzer",518792,453286,"null","called_strike",,,,,"1","null","R","L","R","WSH","CHC","S","null","null",2,0,2019,-1.00975495885452,1.19501583933976,"-0.80","3.19","null","null",575929,1,4,"Top","null","null",,,"435559",,"190518_001359",9.28853289643152,-136.124195812329,-1.42692460011999,-14.2971656546998,28.4371441855932,-17.4834307619548,3.51,1.77,"null","null","null",92.902,"2498",5.798,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.7015730492056,"null","null","null","null","null","null","null",31,"3","4-Seam Fastball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"SL","2019-05-17","87.7",-3.46666454377359,5.15880790977015,"Max Scherzer",518792,453286,"null","ball",,,,,"14","null","R","L","R","WSH","CHC","B","null","null",1,0,2019,0.221175315769248,0.484244462407592,"0.84","2.43","null","null",575929,1,4,"Top","null","null",,,"435559",,"190518_001335",9.88266972134159,-127.43465190434,-1.50390754949629,0.598426769655185,23.138323862175,-26.8719535356783,3.4,1.61,"null","null","null",87.38,"2331",5.907,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.5927039446923,"null","null","null","null","null","null","null",31,"2","Slider",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"CU","2019-05-17","76.1",-3.34068359976477,5.30828131831143,"Max Scherzer",518792,453286,"null","blocked_ball",,,,,"14","null","R","L","R","WSH","CHC","B","null","null",0,0,2019,0.74129800636899,-0.690827069394368,"0.41","0.53","null","null",575929,1,4,"Top","null","null",,,"435559",,"190518_001305",6.48192919106546,-110.570934721619,-1.77568061925506,4.88132522293241,18.341951082703,-37.6655301997528,3.48,1.63,"null","null","null",75.276,"2607",5.613,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.8866436142569,"null","null","null","null","null","null","null",31,"1","Curveball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FC","2019-05-17","88.7",-3.61791169694784,4.9498773639981,"Max Scherzer",518614,453286,"strikeout","swinging_strike",,,,,"14","Daniel Descalso strikes out swinging.  ","R","L","R","WSH","CHC","S",2,"null",0,2,2019,0.212495701980976,0.550105078655223,"0.74","1.19","null","null",575929,0,4,"Top","null","null",,,"435559",,"190518_001230",10.0799669270232,-128.849608089243,-4.29510992810453,0.612139854505152,22.104514967264,-25.5817240562888,3.11,1.53,"null","null","null",88.189,"2408",5.679,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.8208726809975,"null","null","0.00",1,0,0,"null",30,"3","Cutter",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FF","2019-05-17","92.5",-3.52893215636063,5.13387794307716,"Max Scherzer",518614,453286,"null","foul",,,,,"5","null","R","L","R","WSH","CHC","S","null","null",0,1,2019,-1.09284051283794,1.10539036749966,"0.17","2.59","null","null",575929,0,4,"Top","null","null",,,"435559",,"190518_001203",11.6186514495561,-134.222557963828,-3.03074484978689,-15.2559249768609,25.2157022759905,-18.5931983817981,3.21,1.63,"191","null","null",91.881,"2524",5.78,565916,453286,"435559","435062","572821","543685","607208","665742","572191","645302",54.7195924193423,"null","null","null","null","null","null","null",30,"2","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
