"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2019-05-22","94.5",-3.55216114754942,5.37940361654492,"Max Scherzer",429664,453286,"null","swinging_strike",,,,,"3","null","R","L","R","NYM","WSH","S","null","null",0,0,2019,-1.09847446755855,1.18577219937335,"0.57","3.48","null","null",642708,1,1,"Bot","null","null",,,"435559",,"190522_232457",13.0946740296013,-137.055296017592,-1.87775042723218,-16.5175086380663,28.2833200685794,-17.0831004712327,3.58,1.66,"null","null","null",94.213,"2459",6.157,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.3429679484495,"null","null","null","null","null","null","null",7,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"SL","2019-05-22","85.8",-3.63818304844778,5.19066245563142,"Max Scherzer",605204,453286,"strikeout","swinging_strike",,,,,"2","J.D. Davis strikes out swinging.  ","R","R","R","NYM","WSH","S",2,"null",2,2,2019,0.409430941858466,0.301888157581162,"-0.02","2.98","null","null",642708,0,1,"Bot","null","null",,,"435559",,"190522_232415",7.68577919288292,-124.667518293055,0.442218009015288,2.69203622521415,24.7364179829792,-29.3833550786724,3.53,1.65,"null","null","null",85.231,"2362",5.973,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.5260183886021,"null","null","0.00",1,0,0,"null",6,"7","Slider",0,1,0,1,1,0,0,1,"Standard","Standard"
"CH","2019-05-22","85.3",-3.51757550090388,5.32133948147164,"Max Scherzer",605204,453286,"null","foul",,,,,"13","null","R","R","R","NYM","WSH","S","null","null",2,2,2019,-1.41489725521339,0.0261908672305805,"-0.93","1.90","null","null",642708,0,1,"Bot","null","null",,,"435559",,"190522_232339",8.93140376684998,-123.903041993651,-1.81989298545312,-16.3258432745888,23.3799864568542,-31.7613176304859,3.51,1.65,"14","null","null",85.466,"1479",6.371,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.1289750208831,"null","null","null","null","null","null","null",6,"6","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","94.4",-3.51559622705441,5.15390152717144,"Max Scherzer",605204,453286,"null","foul",,,,,"5","null","R","R","R","NYM","WSH","S","null","null",2,2,2019,-1.22793892050078,1.07942889716257,"0.26","2.70","null","null",642708,0,1,"Bot","null","null",,,"435559",,"190522_232302",12.4373859597419,-136.798857450157,-3.02403185846273,-18.023946106026,29.9280008570413,-18.2845937682444,3.49,1.65,"null","null","null",93.762,"2514",6.125,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.3747567020575,"null","null","null","null","null","null","null",6,"5","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"SL","2019-05-22","86.1",-3.53384560929036,5.23132598400589,"Max Scherzer",605204,453286,"null","blocked_ball",,,,,"14","null","R","R","R","NYM","WSH","B","null","null",1,2,2019,0.218651645182695,0.385423205133829,"1.53","0.71","null","null",642708,0,1,"Bot","null","null",,,"435559",,"190522_232228",11.4942769491657,-124.879957896376,-5.2483144039163,0.142621219632171,23.250410895939,-27.3820370209547,3.46,1.65,"null","null","null",85.837,"2415",6.132,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.3674381858,"null","null","null","null","null","null","null",6,"4","Slider",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","94.0",-3.56065719604365,5.25107975897082,"Max Scherzer",605204,453286,"null","swinging_strike",,,,,"3","null","R","R","R","NYM","WSH","S","null","null",1,1,2019,-0.918191210803273,1.29267312083534,"0.37","3.43","null","null",642708,0,1,"Bot","null","null",,,"435559",,"190522_232138",12.1157580713389,-136.360082089517,-1.8291373675891,-13.914826067049,28.4245204435006,-15.9749734354771,3.49,1.65,"null","null","null",93.554,"2380",6.081,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.418090185264,"null","null","null","null","null","null","null",6,"3","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","93.5",-3.56701892774796,5.24629887315209,"Max Scherzer",605204,453286,"null","ball",,,,,"12","null","R","R","R","NYM","WSH","B","null","null",0,1,2019,-0.856677470526408,1.31986749245468,"0.81","3.91","null","null",642708,0,1,"Bot","null","null",,,"435559",,"190522_232108",13.0427327445911,-135.5744248205,-0.561888759955855,-13.2623079725423,28.811976089038,-16.1134869002966,3.56,1.65,"null","null","null",92.947,"2371",6.095,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.4043274686349,"null","null","null","null","null","null","null",6,"2","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"SL","2019-05-22","85.4",-3.64605279914846,5.34791223277818,"Max Scherzer",605204,453286,"null","called_strike",,,,,"3","null","R","R","R","NYM","WSH","S","null","null",0,0,2019,0.381388949948862,0.280330151982077,"0.41","3.03","null","null",642708,0,1,"Bot","null","null",,,"435559",,"190522_232018",8.72642607772,-124.044893683421,0.273376522037092,2.25534844234676,23.5171952160372,-29.5704882189465,3.49,1.65,"null","null","null",85.047,"2432",6.043,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.4560268795074,"null","null","null","null","null","null","null",6,"1","Slider",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","96.3",-3.59497056217138,5.23037428076689,"Max Scherzer",642708,453286,"single","hit_into_play_no_out",,,,,"4","Amed Rosario singles on a line drive to center fielder Victor Robles.  ","R","R","R","NYM","WSH","X",8,"line_drive",2,2,2019,-0.936059779990783,1.09463945931891,"-0.30","2.51","null","null","null",0,1,"Bot","123.12","84.51",,,"435559",,"190522_231937",10.6835517236083,-139.862826239127,-4.06615557411395,-14.2600667464024,27.9706780785779,-17.4019358921765,3.39,1.6,"186","96.2","10",95.594,"2487",5.735,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.7640801219054,"0.768","0.714","0.90",1,1,0,4,5,"5","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","95.4",-3.65613718185656,5.25290692291122,"Max Scherzer",642708,453286,"null","foul",,,,,"8","null","R","R","R","NYM","WSH","S","null","null",2,1,2019,-1.3301601645258,1.12350260801222,"-0.07","1.96","null","null","null",0,1,"Bot","null","null",,,"435559",,"190522_231908",12.1194182121469,-138.290005309341,-5.3962087006667,-19.2438622192725,28.8615555481053,-17.1663721172792,3.27,1.6,"null","null","null",94.133,"2555",5.617,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.8826904631685,"null","null","null","null","null","null","null",5,"4","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","95.5",-3.46199337975923,5.42481792061479,"Max Scherzer",642708,453286,"null","ball",,,,,"12","null","R","R","R","NYM","WSH","B","null","null",1,1,2019,-1.09709878757371,1.37466175093255,"1.07","2.80","null","null","null",0,1,"Bot","null","null",,,"435559",,"190522_231846",14.2757733789342,-138.28366983663,-4.31170267326493,-16.9793878273164,28.2883845623211,-13.8825557902354,3.29,1.6,"null","null","null",95.105,"2554",6.148,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.3516927782704,"null","null","null","null","null","null","null",5,"3","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","95.4",-3.51764310147027,5.45138127918514,"Max Scherzer",642708,453286,"null","ball",,,,,"14","null","R","R","R","NYM","WSH","B","null","null",0,1,2019,-1.25362889178405,1.20514240227352,"1.38","1.94","null","null","null",0,1,"Bot","null","null",,,"435559",,"190522_231829",15.5827667803666,-138.022779948766,-6.25126987983496,-19.2329354315369,28.0229675052837,-15.6575683646543,3.34,1.53,"null","null","null",95.126,"2523",6.253,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.2466776592473,"null","null","null","null","null","null","null",5,"2","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-05-22","94.4",-3.64800226452024,5.32699279626788,"Max Scherzer",642708,453286,"null","called_strike",,,,,"6","null","R","R","R","NYM","WSH","S","null","null",0,0,2019,-1.17543365259992,1.29278169326865,"0.50","2.20","null","null","null",0,1,"Bot","null","null",,,"435559",,"190522_231814",13.0885112260177,-136.645674350832,-5.12898033916178,-17.094545440392,27.6719112907388,-15.4808352875548,3.29,1.6,"null","null","null",93.095,"2651",5.628,566010,453286,"435559","571431","572821","543685","607208","665742","645302","594809",54.8717257635549,"null","null","null","null","null","null","null",5,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"SL","2019-05-17","87.0",-3.74678988591809,4.82153428610287,"Max Scherzer",546991,453286,"field_out","hit_into_play",,,,,"5","Albert Almora pops out to catcher Kurt Suzuki in foul territory.  ","R","R","R","WSH","CHC","X",2,"popup",0,0,2019,0.41150608541872,0.454041551518472,"-0.07","2.22","null",575929,"null",2,6,"Top","123.02","212.16",,,"435559",,"190518_011302",7.93146724507217,-126.423312823444,-0.916646253386565,2.58243515788984,27.7834403356153,-27.4535704159649,3.31,1.59,"18","79.2","83",86.072,"2096",5.948,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.5516541222859,"0.002","0.003","0.00",1,0,0,3,52,"1","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","96.0",-3.6064089605845,4.87377549533676,"Max Scherzer",518792,453286,"field_out","hit_into_play",,,,,"6","Jason Heyward pops out to third baseman Anthony Rendon in foul territory.  ","R","L","R","WSH","CHC","X",5,"popup",2,2,2019,-0.924765714391031,1.13287045942223,"0.53","2.61","null",575929,"null",1,6,"Top","92.04","186.76",,,"435559",,"190518_011153",12.9497215660969,-139.262888820517,-2.93475526346381,-14.6406021761339,27.8112569671667,-17.0197765228704,3.31,1.68,"null","80.0","69",95.93,"2510",6.173,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.3263893738788,"0.002","0.002","0.00",1,0,0,3,51,"8","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FC","2019-05-17","89.6",-3.62717245299453,4.79624189033704,"Max Scherzer",518792,453286,"null","foul",,,,,"14","null","R","L","R","WSH","CHC","S","null","null",2,2,2019,0.15708917824745,0.570507419073388,"1.07","1.75","null",575929,"null",1,6,"Top","null","null",,,"435559",,"190518_011102",11.2054312619605,-130.148582456139,-2.74858830306522,-0.294207011531887,24.1011920501722,-25.4011711894755,3.37,1.68,"null","null","null",89.455,"2347",6.037,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.4628366619716,"null","null","null","null","null","null","null",51,"7","Cutter",2,3,3,2,3,2,3,2,"Standard","Standard"
"CU","2019-05-17","78.6",-3.43479682300862,5.18172734944296,"Max Scherzer",518792,453286,"null","foul",,,,,"14","null","R","L","R","WSH","CHC","S","null","null",2,2,2019,0.760170223016358,-0.450783155966907,"0.35","1.26","null",575929,"null",1,6,"Top","null","null",,,"435559",,"190518_011021",6.75799055524276,-114.345724055198,-0.911769407864814,5.45387316304476,18.9784716007545,-36.1435047621954,3.52,1.68,"61","null","null",78.119,"2599",5.741,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.7588227632664,"null","null","null","null","null","null","null",51,"6","Curveball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","95.4",-3.66094877931531,4.75441234097822,"Max Scherzer",518792,453286,"null","foul",,,,,"2","null","R","L","R","WSH","CHC","S","null","null",2,2,2019,-0.858110645475566,1.13224723092423,"-0.27","3.01","null",575929,"null",1,6,"Top","null","null",,,"435559",,"190518_010947",10.7385540099875,-138.568012875078,-1.50557818337658,-13.1455497468519,27.3708576510178,-17.5345648226525,3.6,1.68,"null","null","null",95.229,"2468",6.033,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.4669434439459,"null","null","null","null","null","null","null",51,"5","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","94.1",-3.7409872437545,4.71023498492539,"Max Scherzer",518792,453286,"null","foul",,,,,"9","null","R","L","R","WSH","CHC","S","null","null",2,1,2019,-1.08801055507571,1.11343552865433,"0.47","2.24","null",575929,"null",1,6,"Top","null","null",,,"435559",,"190518_010845",13.2604010221554,-136.414551126509,-3.12736733990468,-16.3015267256618,27.922460686251,-17.8352582665118,3.52,1.68,"null","null","null",93.886,"2601",6.216,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.2835377484742,"null","null","null","null","null","null","null",51,"4","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","93.8",-3.57917784719607,4.96597425471148,"Max Scherzer",518792,453286,"null","ball",,,,,"12","null","R","L","R","WSH","CHC","B","null","null",1,1,2019,-0.973533206344846,1.1191136468495,"1.38","3.93","null",575929,"null",1,6,"Top","null","null",,,"435559",,"190518_010821",14.7877234475579,-135.747389632267,0.616092809073652,-14.9258543621871,27.2028771054036,-18.7591401441405,3.5,1.81,"null","null","null",93.119,"2539",6.001,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.4988620924345,"null","null","null","null","null","null","null",51,"3","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FC","2019-05-17","89.0",-3.63515661268412,4.95145425378614,"Max Scherzer",518792,453286,"null","foul",,,,,"6","null","R","L","R","WSH","CHC","S","null","null",1,0,2019,-0.188892666201008,0.675057094766249,"0.74","2.43","null",575929,"null",1,6,"Top","null","null",,,"435559",,"190518_010753",11.0118575084567,-129.24958496703,-1.59564422619527,-4.02833551098242,22.5631557743136,-24.5700237679804,3.56,1.68,"null","null","null",88.717,"2458",5.864,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.6359905947401,"null","null","null","null","null","null","null",51,"2","Cutter",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","95.2",-3.45562771623359,4.97092317792873,"Max Scherzer",518792,453286,"null","ball",,,,,"14","null","R","L","R","WSH","CHC","B","null","null",0,0,2019,-1.02665226461254,1.11797886205072,"1.17","2.14","null",575929,"null",1,6,"Top","null","null",,,"435559",,"190518_010730",14.3465893247161,-137.916837979564,-4.24280858310493,-16.0562037385647,28.1908785175932,-17.218498828549,3.51,1.65,"null","null","null",94.992,"2544",6.233,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.2667354515345,"null","null","null","null","null","null","null",51,"1","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"CH","2019-05-17","83.2",-3.63602213556655,4.95817337105787,"Max Scherzer",518614,453286,"field_out","hit_into_play",,,,,"13","Daniel Descalso grounds out, second baseman Brian Dozier to first baseman Howie Kendrick.   Willson Contreras to 2nd.  ","R","L","R","WSH","CHC","X",4,"ground_ball",1,2,2019,-1.25740012890638,0.595633713523938,"-1.19","1.89","null","null",575929,0,6,"Top","146.90","162.38",,,"435559",,"190518_010644",8.0069837788518,-120.946942917915,-1.74442809882893,-13.7413916982646,22.2552794702739,-26.2579130187694,3.1,1.54,"5","69.9","-25",82.972,"1503",6.067,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.4327738902971,"0.048","0.043","0.00",1,0,0,2,50,"4","Changeup",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FC","2019-05-17","89.5",-3.67382672721628,4.87988213312847,"Max Scherzer",518614,453286,"null","called_strike",,,,,"2","null","R","L","R","WSH","CHC","S","null","null",1,1,2019,-0.162755478742757,0.664112773094434,"-0.12","3.13","null","null",575929,0,6,"Top","null","null",,,"435559",,"190518_010613",9.0238277248706,-130.087604110476,0.283302274369475,-3.59589325769076,25.5146504044156,-25.0022692707338,3.2,1.59,"null","null","null",88.964,"2436",5.875,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.6247991312135,"null","null","null","null","null","null","null",50,"3","Cutter",2,3,3,2,3,2,3,2,"Standard","Standard"
"CU","2019-05-17","76.5",-3.40058202811822,5.22221300027357,"Max Scherzer",518614,453286,"null","called_strike",,,,,"1","null","R","L","R","WSH","CHC","S","null","null",1,0,2019,0.985878586445322,-0.439928819865901,"-0.57","3.20","null","null",575929,0,6,"Top","null","null",,,"435559",,"190518_010547",4.17964840453893,-111.175265209508,3.50555014156883,7.3357596299756,19.338262778551,-36.6127528868152,3.26,1.6,"null","null","null",75.947,"2571",5.893,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.6068819809807,"null","null","null","null","null","null","null",50,"2","Curveball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FC","2019-05-17","88.4",-3.60200608874261,4.96319520525991,"Max Scherzer",518614,453286,"null","ball",,,,,"14","null","R","L","R","WSH","CHC","B","null","null",0,0,2019,-0.366400294279671,0.808969040687844,"1.12","1.31","null","null",575929,0,6,"Top","null","null",,,"435559",,"190518_010503",12.0820558390381,-128.17340812256,-4.46023328632776,-6.10601104697763,22.363039629571,-22.77658271207,3.17,1.5,"null","null","null",87.757,"2566",5.739,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.76091033483,"null","null","null","null","null","null","null",50,"1","Cutter",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","85.9",-3.51301297488271,4.98458462330251,"Max Scherzer",575929,453286,"walk","ball",,,,,"14","Willson Contreras walks.  ","R","R","R","WSH","CHC","B","null","null",3,1,2019,0.231143549830916,0.177203154595115,"0.99","2.20","null","null","null",0,6,"Top","null","null",,,"435559",,"190518_010426",10.0950271600872,-124.728105102474,-0.70709632831188,0.530420474389625,22.8737647954745,-30.4400666405904,3.2,1.44,"null","null","null",85.261,"2326",5.799,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.7009588270302,"null","null","0.70",1,0,0,"null",49,"5","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","94.0",-3.54189253127798,4.99378580243601,"Max Scherzer",575929,453286,"null","ball",,,,,"14","null","R","R","R","WSH","CHC","B","null","null",2,1,2019,-1.14169678929583,1.09963467228114,"1.25","1.93","null","null","null",0,6,"Top","null","null",,,"435559",,"190518_010404",14.6652766286023,-136.054814016439,-4.52634591618933,-16.9405115751015,27.570069170114,-18.0288941163235,3.15,1.5,"null","null","null",92.901,"2539",5.763,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.7364847588685,"null","null","null","null","null","null","null",49,"4","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","93.6",-3.58437892032426,5.08289624744275,"Max Scherzer",575929,453286,"null","ball",,,,,"11","null","R","R","R","WSH","CHC","B","null","null",1,1,2019,-0.930359014866245,1.2099890515876,"-0.41","4.25","null","null","null",0,6,"Top","null","null",,,"435559",,"190518_010341",10.213719494886,-135.910058655003,0.939845355846123,-13.6588539922197,28.3175033917419,-17.5821087162093,3.17,1.42,"null","null","null",93.527,"2581",6.254,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.2454078831224,"null","null","null","null","null","null","null",49,"3","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","84.5",-3.67536626511965,5.01368347594473,"Max Scherzer",575929,453286,"null","ball",,,,,"14","null","R","R","R","WSH","CHC","B","null","null",0,1,2019,0.335287751719325,-0.0198827461308378,"1.49","1.51","null","null","null",0,6,"Top","null","null",,,"435559",,"190518_010321",11.2627925594014,-122.499083398736,-1.7270050208321,1.18958376000332,23.3961423233814,-32.2679376193044,3.3,1.44,"null","null","null",83.835,"2456",5.986,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.5136377581934,"null","null","null","null","null","null","null",49,"2","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","94.1",-3.55770695095976,5.06601028638929,"Max Scherzer",575929,453286,"null","swinging_strike",,,,,"2","null","R","R","R","WSH","CHC","S","null","null",0,0,2019,-1.13134485920902,1.14223232381805,"-0.12","2.78","null","null","null",0,6,"Top","null","null",,,"435559",,"190518_010301",11.3662515712846,-136.538889670824,-2.7247738365314,-16.5227577291978,28.7687114489881,-17.5479270232473,3.14,1.57,"null","null","null",93.876,"2560",6.219,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.2807353416575,"null","null","null","null","null","null","null",49,"1","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","82.9",-3.6223642003511,4.98116505185133,"Max Scherzer",595879,453286,"strikeout","swinging_strike",,,,,"13","Javier Baez strikes out swinging.  ","R","R","R","WSH","CHC","S",2,"null",0,2,2019,0.0901893611174218,-0.00472745555701579,"-0.69","0.72","null","null",519203,2,5,"Top","null","null",,,"435559",,"190518_004217",6.48811573223189,-120.545435259554,-3.25723081009518,-0.292075656596268,21.6318543653447,-31.8519035316952,3.47,1.59,"null","null","null",82.606,"2170",5.961,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.5384904647108,"null","null","0.00",1,0,0,"null",42,"4","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","84.1",-3.70641993138443,4.84355209057989,"Max Scherzer",595879,453286,"null","foul",,,,,"14","null","R","R","R","WSH","CHC","S","null","null",0,2,2019,0.252044777114481,0.268382229277785,"0.14","1.35","null","null",519203,2,5,"Top","null","null",,,"435559",,"190518_004141",8.34786841113915,-122.214733396229,-2.25602128837872,1.02668565686439,21.6764455941391,-29.3166095878036,3.54,1.75,"null","null","null",83.786,"2260",5.933,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.5663592144131,"null","null","null","null","null","null","null",42,"3","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"SL","2019-05-17","84.1",-3.52246396332442,4.94396690520551,"Max Scherzer",595879,453286,"null","swinging_strike",,,,,"8","null","R","R","R","WSH","CHC","S","null","null",0,1,2019,0.221226005542393,0.0966715481515882,"-0.01","1.70","null","null",519203,2,5,"Top","null","null",,,"435559",,"190518_004110",7.65393613035897,-122.194299040615,-1.23977716805715,0.525242197622751,26.3539457605645,-31.2084888530641,3.32,1.61,"null","null","null",83.262,"2177",6.032,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.4672592981841,"null","null","null","null","null","null","null",42,"2","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","93.7",-3.52989255162994,4.94488925198066,"Max Scherzer",595879,453286,"null","foul",,,,,"8","null","R","R","R","WSH","CHC","S","null","null",0,0,2019,-1.23095314486053,0.798424288855246,"-0.01","1.76","null","null",519203,2,5,"Top","null","null",,,"435559",,"190518_004037",11.6760086602024,-135.983525311294,-4.21631486741902,-17.549651162454,27.8423631092835,-21.6954028769421,3.46,1.67,"null","null","null",93.216,"2366",6.003,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.4969433715072,"null","null","null","null","null","null","null",42,"1","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"CH","2019-05-17","84.1",-3.52467975016884,5.1360247384329,"Max Scherzer",519203,453286,"single","hit_into_play_no_out",,,,,"7","Anthony Rizzo singles on a ground ball to right fielder Adam Eaton.  ","R","L","R","WSH","CHC","X",9,"ground_ball",0,1,2019,-1.43402115989826,0.292726337150528,"-0.81","1.87","null","null","null",2,5,"Top","169.25","107.52",,,"435559",,"190518_003956",9.04057176677454,-122.137225767914,-1.77522077327571,-15.9249406230503,21.5840207231196,-29.1403936088209,3.67,1.88,"73","99.2","3",83.978,"1515",6.089,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.410924305489,"0.555","0.532","0.90",1,1,0,4,41,"2","Changeup",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"FF","2019-05-17","94.0",-3.44809163660983,5.18774598207098,"Max Scherzer",519203,453286,"null","called_strike",,,,,"2","null","R","L","R","WSH","CHC","S","null","null",0,0,2019,-1.21983270867081,1.02184192743726,"0.05","3.25","null","null","null",2,5,"Top","null","null",,,"435559",,"190518_003932",11.6070204503294,-136.467096085403,-1.54412955212489,-17.432908509556,27.3002497252003,-19.4223311100593,3.64,1.81,"null","null","null",93.494,"2372",5.916,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.5835182377278,"null","null","null","null","null","null","null",41,"1","4-Seam Fastball",2,3,3,2,3,2,3,2,"Infield shift","Standard"
"SL","2019-05-17","85.8",-3.67822131714596,4.91306454842231,"Max Scherzer",592178,453286,"grounded_into_double_play","hit_into_play",,,,,"5","Kris Bryant grounds into a double play, third baseman Anthony Rendon to second baseman Brian Dozier to first baseman Howie Kendrick.   Kyle Schwarber out at 2nd.    Kris Bryant out at 1st.  ","R","R","R","WSH","CHC","X",5,"ground_ball",0,2,2019,0.31366528817954,0.379353970322806,"-0.14","2.26","null","null",656941,0,5,"Top","105.75","168.48",,,"435559",,"190518_003853",7.68182458774386,-124.770970598199,-0.77685190130668,1.75745805775189,24.1237586944744,-28.3267282784183,3.14,1.68,"69","103.1","2",85.397,"2261",5.977,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.5220353522809,"0.510","0.458","0.00",1,0,0,4,40,"6","Slider",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","94.9",-3.60314890538273,4.99926583887171,"Max Scherzer",592178,453286,"null","foul",,,,,"3","null","R","R","R","WSH","CHC","S","null","null",0,2,2019,-1.05737095124196,1.13797595163317,"0.67","3.05","null","null",656941,0,5,"Top","null","null",,,"435559",,"190518_003815",13.4227855663528,-137.666580754349,-1.95717213279783,-16.0993522036124,27.3450006664634,-17.5313036558395,3.08,1.68,"224","null","null",94.699,"2509",6.109,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.3909978494723,"null","null","null","null","null","null","null",40,"5","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
"FF","2019-05-17","95.0",-3.53483174954139,4.96364744539923,"Max Scherzer",592178,453286,"null","foul",,,,,"4","null","R","R","R","WSH","CHC","S","null","null",0,2,2019,-1.00092306082043,1.12144629962044,"-0.41","2.12","null","null",656941,0,5,"Top","null","null",,,"435559",,"190518_003736",10.3019709451111,-138.034161171389,-4.31476619879877,-14.6464107302425,24.7776164015325,-17.2510129797165,3.1,1.68,"null","null","null",95.02,"2464",5.955,565916,453286,"435559","435062","572821","543685","607208","665742","572191","594809",54.5445356105056,"null","null","null","null","null","null","null",40,"4","4-Seam Fastball",2,3,3,2,3,2,3,2,"Standard","Standard"
